id,symbol,name,isin
164,ESSELPACK,Essel Propack Ltd,INE255A01020
2921,523858,Essem Catalyst Ltd,
4356,514466,Essjay Synthetics Ltd,
42897,534927,Esteem Bio Organic Food Processing Ltd,INE209O01028
1058,ESTER,Ester Industries Ltd,INE778B01029
13185,537707,ETT Ltd,INE546I01017
4089,521137,Eureka Industries Ltd,INE958A01011
6195,530929,Euro Asia Exports Ltd,INE535P01015
27531,EUROCERA,Euro Ceramics Ltd,INE649H01011
68977,EIFFL,Euro India Fresh Foods Ltd,INE546V01010
3974,526468,Euro Leder Fashion Ltd,INE940E01011
28666,EUROMULTI,Euro Multivision Ltd,INE063J01011
1208,EUROTEXIND,Eurotex Industries and Exports Ltd,INE022C01012
74075,542668,Evans Electric Ltd,INE06TD01010
578,EVEREADY,Eveready Industries India Ltd,INE128A01029
165,EVERESTIND,Everest Industries Ltd,INE295A01018
24993,EKC,Everest Kanto Cylinder Ltd,INE184H01027
4614,524790,Everest Organics Ltd,INE334C01029
833,514060,Evergreen Textiles Ltd,INE229N01010
3553,514358,Everlon Synthetics Ltd,INE339D01034
27371,EVERONN,Everonn Education Ltd,INE678H01010
4582,526735,Excel Castronics Ltd,INE501O01036
17576,EXCELCROP,Excel Crop Care Ltd,INE223G01017
2251,502223,Excel Glasses Ltd,INE664C01029
166,EXCELINDUS,Excel Industries Ltd,INE369A01029
30141,EXCEL,Excel Realty N Infra Ltd,INE688J01015
1979,512017,Exdon Trading Company Ltd,INE204I01013
111,EXIDEIND,Exide Industries Ltd,INE302A01020
6351,531320,Exotic Coal Ltd,INE898K01018
33432,EXPLEOSOL,Expleo Solutions Ltd,INE201K01015
5175,530571,Explicit Finance Ltd,INE335G01019
4198,526614,Expo Gas Containers Ltd,INE561D01025
6472,512163,Extol Commercials Ltd,INE670D01016
14414,539552,F Mec International Financial Services Ltd,INE108T01013
25144,532656,Facor Alloys Ltd,INE828G01013
25145,532657,Facor Steels Ltd,INE829G01011
4548,511668,Fact Enterprise Ltd,INE923D01019
4846,FAIRCHEM,Fairchem Speciality Ltd,INE959A01019
4460,514474,Fairdeal Filaments Ltd,INE719D01011
1279,FALCONTYRE,Falcon Tyres Ltd,INE511B01024
32050,FARMAXIND,Farmax India Ltd,INE890I01035
7569,532084,Fast Track Entertainment Ltd,INE074D01037
22419,532459,Faze Three Autofab Ltd,INE207D01017
4808,FAZETHREE,Faze Three Ltd,INE963C01033
21275,FCSSOFT,FCS Software Solutions Ltd,INE512B01022
14482,FDC,FDC Ltd,INE258B01022
5231,530863,FE (India) Ltd,INE708C01016
4019,FEDDERELEC,Fedders Electric & Engineering Ltd,INE249C01011
3709,FEDERALBNK,Federal Bank Ltd,INE171A01029
197,FMGOETZE,Federal-Mogul Goetze (India) Ltd,INE529A01010
71650,FELIX,Felix Industries Ltd,INE901X01013
3821,FEMNORMIN,Femnor Minerals Ltd,
4411,526689,Fenoplast Ltd,INE138D01014
146,506414,Fermenta Biotech Ltd,INE225B01021
169,FERROALLOY,Ferro Alloys Corporation Ltd,INE912A01026
2301,FACT,Fertilizers & Chemicals Travancore Ltd,INE188A01015
41316,533896,Fervent Synergies Ltd,INE258M01011
167,FGPIND,FGP Ltd,INE512A01016
954,507910,Fiberweb (India) Ltd,INE296C01020
25040,FIEMIND,Fiem Industries Ltd,INE737H01014
7346,532022,Filatex Fashions Ltd,INE185E01013
3264,FILATEX,Filatex India Ltd,INE816B01027
13419,531486,Filmcity Media Ltd,INE600B01033
65827,539098,Filtra Consultants & Engineers Ltd,INE541R01019
12483,531191,Filtron Engineers Ltd,INE589N01017
1461,512219,Finaventure Capital Ltd,INE128B01019
2223,517264,Fine Line Circuits Ltd,INE087E01011
65893,FINEORG,Fine Organic Industries Ltd,INE686Y01026
29472,FCL,Fineotex Chemical Ltd,INE045J01026
1735,508954,Finkurve Financial Services Ltd,INE734I01027
171,FINCABLES,Finolex Cables Ltd,INE235A01022
1252,FINPIPE,Finolex Industries Ltd,INE183A01016
7226,531754,Fintech Communication Ltd,INE815B01011
2241,511122,First Custodian Fund(I) Ltd,INE609B01018
3068,511369,First Financial Services Ltd,INE141N01025
28424,FIRSTWIN,First Winner Industries Ltd,INE315J01015
21216,532379,Firstobject Technologies Ltd,INE683B01047
24882,FSL,Firstsource Solutions Ltd,INE684F01012
173,504692,Firth (India) Steel Company Ltd,
4430,524743,Fischer Chemic Ltd,INE771F01025
2373,FISHFALCON,Fishing Falcons Ltd,
72337,FIVECORE,Five Core Electronics Ltd,INE574Z01013
5235,530885,Five Core Exim Ltd,INE600D01021
40512,536751,Five X Tradecom Ltd,INE750L01019
2466,523576,Flawless Diamond (India) Ltd,INE345E01021
2674,523672,Flex Foods Ltd,INE954B01018
33816,FLEXITUFF,Flexituff Ventures International Ltd,INE060J01017
4254,540267,Flora Corporation Ltd,INE318U01016
5097,530705,Flora Textiles Ltd,INE161F01011
24623,532518,Florence Investech Ltd,INE211G01020
3291,526271,Flower & Tissue India Ltd,
892,522017,Fluidomat Ltd,INE459C01016
25866,534757,Focus Industrial Resources Ltd,INE603E01023
70223,FOCUS,Focus Lighting & Fixtures Ltd,INE593W01010
43528,540945,Focus Suites Solutions & Services Ltd,INE180Z01019
893,503831,Fomento Resorts & Hotels Ltd,INE241E01014
176,507552,Foods & Inns Ltd,INE976E01023
198,FORBESGOK,Forbes & Company Ltd,INE518A01013
53,FORCEMOT,Force Motors Ltd,INE451A01017
24049,FORTIS,Fortis Healthcare Ltd,INE061F01013
2741,523696,Fortis Malar Hospitals Ltd,INE842B01015
2458,519187,Fortune Foods Ltd,INE712V01018
4908,530213,Fortune International Ltd,INE501D01013
3317,FOSECOIND,Foseco India Ltd,INE519A01011
3692,513579,Foundry Fuel Products Ltd,INE617C01027
67280,FOURTHDIM,Fourth Dimension Solutions Ltd,INE382T01014
21251,532403,Fourth Generation Information Systems Ltd,INE739B01039
64875,540190,Franklin Industries Ltd,INE789R01014
65859,539839,Franklin Leasing & Finance Ltd,INE399S01010
45776,539032,Fraser and Company Ltd,INE184Q01010
5269,539730,Fredun Pharmaceuticals Ltd,INE194R01017
4809,530077,Freshtrop Fruits Ltd,INE795D01011
1414,508980,Frontier Capital Ltd,INE977E01013
3427,522195,Frontier Springs Ltd,INE572D01014
7747,532042,Frontline Corporation Ltd,INE092D01013
7147,531685,Frontline Financial Services Ltd,INE776R01011
6241,533213,Frontline Securities Ltd,INE773B01020
45817,538568,Fruition Venture Ltd,INE836C01015
4886,530197,Fundviser Capital (India) Ltd,INE365H01014
32219,539169,Funny Software Ltd,INE105R01013
7358,531854,Funworld & Tourism Development Ltd,INE288H01018
1098,514108,Fusion Polymers Ltd,
263,INDIANORG,Futura Polyesters Ltd,INE564A01017
29335,FCONSUMER,Future Consumer Ltd,INE220J01025
2467,FEL,Future Enterprises Ltd,INE623B01027
36015,FELDVR,Future Enterprises-DVR,IN9623B01058
43686,FLFL,Future Lifestyle Fashions Ltd,INE452O01016
40438,FMNL,Future Market Networks Ltd,INE360L01017
66042,FRETAIL,Future Retail Ltd,INE752P01024
39587,FSC,Future Supply Chain Solutions Ltd,INE935Q01015
1226,GANESHANHY,Futuristic Offshore Services and Chemical Ltd,INE418A01016
854,523113,Futuristic Securities Ltd,INE425D01015
26625,534063,Futuristic Solutions Ltd,INE241F01011
25954,504346,G D Trading & Agencies Ltd,INE713N01013
6462,531399,G G Automotive Gears Ltd,INE493B01017
1782,505250,G G Dandekar Machine Works Ltd,INE631D01026
71015,540614,G G Engineering Ltd,INE694X01014
14970,531758,G K Consultants Ltd,INE131D01019
74080,542666,G K P Printing & Packaging  Ltd,INE05QJ01015
3240,GMBREW,G M Breweries Ltd,INE075D01018
4592,517564,G R Cables Ltd,INE769B01010
1416,513059,G S Auto International Ltd,INE736H01024
1528,523277,G V Films Ltd,INE395B01048
16736,532139,G-Tech Info Training Ltd,INE634D01038
184,GABRIEL,Gabriel India Ltd,INE524A01029
5741,502850,Gaekwar Mills Ltd,INE837X01027
4037,524624,Gagan Gases Ltd,INE076D01016
6131,531196,Gagan Polycot India Ltd,INE297L01011
12350,GAIL,GAIL (India) Ltd,INE129A01019
6417,538609,Gajanan Securities Services Ltd,INE868G01019
185,505711,Gajra Bevel Gears Ltd,INE282D01010
65853,539228,Gala Global Products Ltd,INE480S01026
74429,542802,Galactico Corporate Services Ltd,INE906Y01010
6147,538881,Galada Finance Ltd,INE243E01010
2475,GALPOWTEL,Galada Power & Telecommunication Ltd,INE255C01018
15442,531911,Galaxy Agrico Exports Ltd,INE803L01016
3074,526073,Galaxy Bearings Ltd,INE020S01012
21319,506186,Galaxy Cloud Kitchens Ltd,INE403B01016
1570,511128,Galaxy Consolidated Finance Ltd,
7167,GALAXYSURF,Galaxy Surfactants Ltd,INE600K01018
37500,GALLISPAT,Gallantt Ispat Ltd,INE528K01029
27243,GALLANTT,Gallantt Metal Ltd,INE297H01019
7418,531902,Gallops Enterprise Ltd,INE755J01012
3476,517391,Gamma Infoway Exalt Ltd,INE970A01016
186,GAMMONIND,Gammon India Ltd,INE259B01020
24705,GAMMNINFRA,Gammon Infrastructure Projects Ltd,INE181G01025
897,GANDHITUBE,Gandhi Special Tubes Ltd,INE524B01027
24466,502856,Gandhidham Spg. & Mfg. Co. Ltd,
4984,530237,Gandhinagar Enterprises Ltd,INE853H01019
4226,511489,Gandhinagar Leasing & Finance Ltd,INE202J01015
1088,GANESHBENZ,Ganesh Benzoplast Ltd,INE388A01029
73055,541703,Ganesh Films India Ltd,INE00WY01013
3075,513448,Ganesh Foundry & Castings Ltd,INE449U01019
2621,504397,Ganesh Holdings Ltd,INE932M01011
3446,GANESHHOUC,Ganesh Housing Corporation Ltd,INE460C01014
2278,GANECOS,Ganesha Ecosphere Ltd,INE845D01014
72641,GANGAFORGE,Ganga Forging Ltd,INE691Z01015
14087,531813,Ganga Papers India Ltd,INE278O01015
7505,539680,Ganga Pharmaceuticals Ltd,INE615T01017
65807,GANGESSECU,Ganges Securities Ltd,INE335W01016
5242,530945,Gangotri Iron and Steel Company Ltd,INE437F01023
4031,GANGOTRI,Gangotri Textiles Ltd,INE670B01028
4412,511620,Ganipitak Yakshraj Caplease Ltd,INE907V01014
1751,512443,Ganon Products Ltd,INE162L01017
24463,539492,Garbi Finvest Ltd,INE721C01019
13229,GRSE,Garden Reach Shipbuilders & Engineers Ltd,INE382Z01011
1022,GARDENSILK,Garden Silk Mills Ltd,INE526A01016
5147,530615,Garg Furnace Ltd,INE194E01015
3241,514306,Garlon Polyfab Industries Ltd,INE875E01019
4544,526727,Garnet Construction Ltd,INE797D01017
6030,512493,Garnet International Ltd,INE590B01010
4909,530161,Garodia Chemical Ltd,INE236P01010
654,509563,Garware Marine Industries Ltd,INE925D01014
189,GARWARPOLY,Garware Polyester Ltd,INE291A01017
3886,514400,Garware Synthetics Ltd,INE340D01016
190,GARFIBRES,Garware Technical Fibres Ltd,INE276A01018
14744,GDL,Gateway Distriparks Ltd,INE852F01015
14222,GATI,Gati Ltd,INE152B01027
23304,539515,Gaurav Mercantiles Ltd,INE641R01017
70963,540613,Gautam Exim Ltd,INE721X01015
71798,540936,Gautam Gems Ltd,INE063Z01017
3830,524564,Gayatri BioOrganics Ltd,INE052E01015
68478,GAYAHWS,Gayatri Highways Ltd,INE287Z01012
16500,GAYAPROJ,Gayatri Projects Ltd,INE336H01023
16427,532183,Gayatri Sugars Ltd,INE622E01023
1791,512479,Gayatri Tissue & Papers Ltd,INE661K01010
28574,GBGLOBAL,GB Global Ltd,INE087J01028
65777,539009,GBL Industries Ltd,INE003Q01012
5687,531953,GCCL Construction & Realities Ltd,INE775C01015
6541,531375,GCCL Infrastructure & Projects Ltd,INE438F01013
44615,538319,GCM Capital Advisors Ltd,INE191P01017
43757,535917,GCM Commodity & Derivatives Ltd,INE200P01016
43396,535431,GCM Securities Ltd,INE168O01026
14577,531601,GCV Services Ltd,INE236B01036
5268,530855,GDL Leasing & Finance Ltd,INE545E01018
20944,GEPIL,GE Power India Ltd,INE878A01011
159,GET&D,GE T&D India Ltd,INE200A01026
3089,514284,Gee Kay Textiles Ltd,
1663,504028,GEE Ltd,INE064H01021
12669,GEECEE,Geecee Ventures Ltd,INE916G01016
5000,530389,Geefcee Finance Ltd,INE632D01016
70396,GEEKAYWIRE,Geekay Wires Ltd,INE669X01016
67181,539486,Geetanjali Credit and Capital Ltd,INE263R01010
5076,GEINDSYS,GEI Industrial Systems Ltd,INE599B01011
4321,517504,Gem Cables & Conductors Ltd,INE582B01017
3612,GEMSPIN,Gem Spinners India Ltd,INE165F01020
6463,GEMINI,Gemini Communication Ltd,INE878C01033
5888,531137,Gemstone Investments Ltd,INE503D01027
7070,541999,Genera Agri Corp Ltd,INE993L01015
5483,GICRE,General Insurance Corporation of India,INE481Y01014
7610,539407,Generic Engineering Construction & Projects Ltd,INE854S01022
14666,531592,Generic Pharmasec Ltd,INE861N01036
3416,514336,Genesis IBRC India Ltd,INE194N01016
2371,GENESYS,Genesys International Corporation Ltd,INE727B01026
14707,531739,Gennex Laboratories Ltd,INE509C01026
51493,539206,Genomic Valley Biotech Ltd,INE574D01010
74100,542851,Gensol Engineering Ltd,INE06H201014
7540,531939,Genus Commutrade Ltd,INE577B01017
43083,GENUSPAPER,Genus Paper & Boards Ltd,INE949P01018
4962,GENUSPOWER,Genus Power Infrastructures Ltd,INE955D01029
22360,532425,Genus Prime Infra Ltd,INE256D01014
1590,GEODESIC,Geodesic Ltd,INE371D01029
6064,GEOJITFSL,Geojit Financial Services Ltd,INE007B01023
5371,531055,GFL Financials India Ltd,INE764K01038
1128,GFLLIMITED,GFL Ltd,INE538A01037
1026,GHCL,GHCL Ltd,INE539A01019
67106,539864,Ghushine Fintrrade Ocean Ltd,INE009U01011
27966,GISOLUTION,GI Engineering Solutions Ltd,INE065J01016
74421,542918,Gian Lifecare Ltd,INE063601012
4580,GICHSGFIN,GIC Housing Finance Ltd,INE289B01019
12191,538788,Gilada Finance & Investments Ltd,INE918C01011
2415,GILLANDERS,Gillanders Arbuthnot & Company Ltd,INE047B01011
288,GILLETTE,Gillette India Ltd,INE322A01010
14902,531744,Gini Silk Mills Ltd,INE548B01018
1846,GINNIFILA,Ginni Filaments Ltd,INE424C01010
66413,GIRRESORTS,GIR Natureview Resorts Ltd,INE316N01015
3828,NARMADASUG,Girdharilal Sugar & Allied Industries Ltd,INE310M01010
72297,GIRIRAJ,Giriraj Civil Developers Ltd,INE614Z01017
40156,539013,Gita Renewable Energy Ltd,INE776O01018
24057,GITANJALI,Gitanjali Gems Ltd,INE346H01014
13721,GKB,GKB Ophthalmics Ltd,INE265D01015
180,GKWLIMITED,GKW Ltd,INE528A01020
6142,531199,Glance Finance Ltd,INE580D01017
231,GSKCONS,GlaxoSmithkline Consumer Healthcare Ltd,INE264A01014
195,GLAXO,Glaxosmithkline Pharmaceuticals Ltd,INE159A01016
73985,542477,Gleam Fabmat Ltd,INE03CM01014
20600,GLENMARK,Glenmark Pharmaceuticals Ltd,INE935A01035
3512,513528,Glittek Granites Ltd,INE741B01027
4963,530263,Global Capital Markets Ltd,INE062C01034
69808,GLOBAL,Global Education Ltd,INE291W01011
4147,519498,Global Foods Ltd,
2843,MANTRIHSG,Global Infrastructure & Technologies Ltd,INE943A01013
6632,531463,Global Infratech & Finance Ltd,INE377M01035
6257,531895,Global Knitfab Ltd,INE010901010
6651,531479,Global Land Masters Corporation Ltd,INE330B01011
655,GLOBOFFS,Global Offshore Services Ltd,INE446C01013
5251,530657,Global Securities Ltd,INE742K01018
3072,515115,Global Stone India Ltd,INE057G01019
27360,GLOBALVECT,Global Vectra Helicorp Ltd,INE792H01019
69816,540654,Globalspace Technologies Ltd,INE632W01016
24765,540266,Globe Commercials Ltd,INE804Q01013
68806,GICL,Globe International Carriers Ltd,INE947T01014
58495,GLOBE,Globe Textiles (India) Ltd,INE581X01013
14738,KARUNACAB,Globus Corporation Ltd,INE774B01028
3001,526025,Globus Power Generation Ltd,INE064L01015
25785,GLOBUSSPR,Globus Spirits Ltd,INE615I01010
27310,GLORY,Glory Films Ltd,INE408H01012
26178,542351,Gloster Ltd,INE350Z01018
1030,513199,GM Mittal Stainless Steels Ltd,
888,GMMPFAUDLR,GMM Pfaudler Ltd,INE541A01023
23039,GMRINFRA,GMR Infrastructure Ltd,INE776C01039
34142,GNA,GNA Axles Ltd,INE934S01014
196,GOACARBON,Goa Carbon Ltd,INE426D01013
74420,542850,Goblin India Ltd,INE492Z01018
265,GOCLCORP,GOCL Corporation Ltd,INE077F01035
4985,530317,Godavari Drugs Ltd,INE362C01012
26838,GPIL,Godawari Power & Ispat Ltd,INE177H01013
657,GODFRYPHLP,Godfrey Phillips India Ltd,INE260B01028
72089,GODHA,Godha Cabcon and Insulation Ltd,INE925Y01010
16166,GODREJAGRO,Godrej Agrovet Ltd,INE850D01014
21960,GODREJCP,Godrej Consumer Products Ltd,INE102D01028
1742,GODREJIND,Godrej Industries Ltd,INE233A01035
15613,GODREJPROP,Godrej Properties Ltd,INE484J01027
7611,538787,Goenka Business & Finance Ltd,INE997C01015
35743,GOENKA,Goenka Diamond & Jewels Ltd,INE516K01024
14646,531600,Gogia Capital Services Ltd,INE832C01014
27926,532957,Gokak Textiles Ltd,INE642I01014
12966,GOKEX,Gokaldas Exports Ltd,INE887G01027
67804,GOKULAGRO,Gokul Agro Resources Ltd,INE314T01025
27039,GOKUL,Gokul Refoils and Solvent Ltd,INE020J01029
64827,780012,Gokul Solutions Ltd,INE909Q01010
26849,GTOFFSHORE,GOL Offshore Ltd,INE892H01017
1596,501111,Gold Rock Investments Ltd,INE598F01014
6701,538542,Goldcoin Health Foods Ltd,INE634J01019
3056,GOLCRESFIN,Goldcrest Corporation Ltd,INE505D01014
41198,538295,Golden Bull Research & Growth Ltd,INE223P01026
7053,539853,Golden Capital Services Ltd,INE135D01010
7370,531928,Golden Carpets Ltd,INE595D01015
44358,540062,Golden Crest Education & Services Ltd,INE222U01010
6864,509024,Golden Legand Leasing & Finance Ltd,INE088E01019
210,GOLDENTOBC,Golden Tobacco Ltd,INE973A01010
4545,GOLDIAM,Goldiam International Ltd,INE025B01017
7025,538180,Goldline International Finvest Ltd,INE204P01026
71594,GOLDSTAR,Goldstar Power Ltd,INE405Y01013
13673,GOLDTECH,Goldstone Technologies Ltd,INE805A01014
6498,531360,Golechha Global Finance Ltd,INE427D01011
1922,513309,Golkonda Aluminium Extrusions Ltd,INE327C01031
2676,523676,Golkunda Diamonds & Jewellery Ltd,INE798D01015
900,GONTERPEIP,Gontermann Peiper (India) Ltd,INE530A01026
14583,531997,Good Value Irrigation Ltd,INE164D01010
1693,GOODVALUE,Good Value Marketing Company Ltd,INE532A01014
5020,GOODLUCK,Goodluck India Ltd,INE127I01024
201,GOODRICKE,Goodricke Group Ltd,INE300A01016
199,GOODYEAR,Goodyear India Ltd,INE533A01012
7299,531913,Gopal Iron & Steels Co.(Gujarat) Ltd,INE641H01018
4511,526717,Gopala Polyplast Ltd,INE136C01036
6743,531419,Goplee Infotech Ltd,INE968B01018
6755,531608,Gorani Industries Ltd,INE792J01015
3108,GORDONHERB,Gordon Herbert (India) Ltd,INE755C01017
5749,531111,Gothi Plascon (India) Ltd,INE538G01018
901,509586,Govind Poy Oxygen Ltd,INE00ZH01011
795,GOVINRUBER,Govind Rubber Ltd,INE011C01015
5125,530709,Gowra Leasing & Finance Ltd,INE225G01012
5878,530663,Goyal Associates Ltd,INE912B01032
24957,GULFPETRO,GP Petroleums Ltd,INE586G01017
26416,GPTINFRA,GPT Infraprojects Ltd,INE390G01014
44239,780002,Gracious Software Ltd,INE757P01015
13251,590126,Gradiente Infotainment Ltd,INE361K01017
203,504707,Graham Firth Steel Products (India) Ltd,INE921A01019
2395,GFSTEELS,Grand Foundry Ltd,INE534A01028
66520,539235,Grandeur Products Ltd,INE545R01010
24814,504369,Grandma Trading & Agencies Ltd,INE927M01029
12632,GRANULES,Granules India Ltd,INE101D01020
6329,509440,Graphic Charts Ltd,
102,GRAPHITE,Graphite India Ltd,INE371A01025
227,GRASIM,Grasim Industries Ltd,INE047A01021
4604,526751,Gratex Industries Ltd,INE915E01013
658,505710,Grauer & Weil (India) Ltd,INE266D01021
181,509546,Graviss Hospitality Ltd,INE214F01026
35607,GRAVITA,Gravita India Ltd,INE024L01027
15035,532015,Gravity (India) Ltd,INE995A01013
207,GESHIP,Great Eastern Shipping Company Ltd,INE017A01032
208,GREAVESCOT,Greaves Cotton Ltd,INE224A01026
6944,531737,Greencrest Financial Services Ltd,INE414C01029
28363,AUSTRAL,Greenearth Resources & Projects Ltd,INE455J01027
15443,531912,Greenfield Corp Ltd,
43814,GREENLAM,Greenlam Industries Ltd,INE544R01013
72426,GREENPANEL,Greenpanel Industries Ltd,INE08ZM01014
4701,GREENPLY,Greenply Industries Ltd,INE461C01038
68790,GRETEX,Gretex Industries Ltd,INE985P01012
1481,508918,Greycells Education Ltd,INE791H01011
209,GRINDWELL,Grindwell Norton Ltd,INE536A01023
13554,531449,GRM Overseas Ltd,INE192H01012
20238,GROBTEA,Grob Tea Co Ltd,INE646C01018
23175,539522,Grovy India Ltd,INE343C01012
1813,GRPLTD,GRP Ltd,INE137I01015
2642,GRUH,GRUH Finance Ltd,INE580B01029
4064,511543,GSB Finance Ltd,INE777C01011
5312,GSLNOVA,GSL Nova Petrochemicals Ltd,INE787A01022
5059,530469,GSL Securities Ltd,INE721D01017
27985,GSS,GSS Infotech Ltd,INE871H01011
25830,GTLINFRA,GTL Infrastructure Ltd,INE221H01019
2439,GTL,GTL Ltd,INE043A01012
2796,GTNIND,GTN Industries Ltd,INE537A01013
27350,GTNTEX,GTN Textiles Ltd,INE302H01017
69803,GTPL,GTPL Hathway Ltd,INE869I01013
7832,539479,GTV Engineering Ltd,INE910R01016
2285,GUFICBIO,Gufic BioSciences Ltd,INE742B01025
217,GUJALKALI,Gujarat Alkalies & Chemicals Ltd,INE186A01019
2469,GAEL,Gujarat Ambuja Exports Ltd,INE036B01022
3613,GUJAPOLLO,Gujarat Apollo Industries Ltd,INE826C01016
219,506923,Gujarat Binil Chemicals Ltd,
2808,GUJBOROSIL,Gujarat Borosil Ltd,INE059C01022
220,506457,Gujarat Carbon & Industries Ltd,INE462C01010
3463,513507,Gujarat Containers Ltd,INE276I01011
3865,GUJCOTEX,Gujarat Cotex Ltd,INE004C01028
4810,526965,Gujarat Craft Industries Ltd,INE372D01019
3582,511441,Gujarat Credit Corporation Ltd,INE034B01019
5362,GUJCYPROM,Gujarat Cypromet Ltd,INE673B01014
74458,FLUOROCHEM,Gujarat Fluorochemicals Ltd,INE09N301011
13912,531410,Gujarat Foils Ltd,INE587F01017
43934,GUJGASLTD,Gujarat Gas Ltd,INE844O01030
1051,524003,Gujarat High Tech Industries Ltd,
797,507960,Gujarat Hotels Ltd,INE621C01011
69722,540938,Gujarat Hy-Spin Ltd,INE578V01013
2718,GIPCL,Gujarat Industries Power Co Ltd,INE162A01010
2504,524238,Gujarat Inject (Kerala) Ltd,INE659F01014
1284,523240,Gujarat Instruments Ltd,
3407,517372,Gujarat Intrux Ltd,INE877E01015
6440,531341,Gujarat Investa Ltd,INE373D01017
1967,GLFL,Gujarat Lease Financing Ltd,INE540A01017
4492,524754,Gujarat Meditech Ltd,INE010M01016
5970,531881,Gujarat Metallic Coal & Coke Ltd,INE146F01020
13868,GMDCLTD,Gujarat Mineral Development Corporation Ltd,INE131A01031
4175,526598,Gujarat Narmada Flyash Co Ltd,INE955G01022
3024,514278,Gujarat Narmada Knitwear Ltd,
213,GNFC,Gujarat Narmada Valley Fertilizers & Chemicals Ltd,INE113A01013
3562,513536,Gujarat Natural Resources Ltd,INE207H01018
3896,GUJNRECOKE,Gujarat NRE Coke Ltd,INE110D01013
40095,GUJNREDVR,Gujarat NRE Coke-DVR,IN9110D01011
3547,526385,Gujarat Perstorp Electronics Ltd,INE878D01015
225,506858,Gujarat Petrosynthese Ltd,INE636P01011
12232,GPPL,Gujarat Pipavav Port Ltd,INE517F01014
2659,517288,Gujarat Poly Electronics Ltd,INE541F01022
2893,GUJRAFFIA,Gujarat Raffia Industries Ltd,INE610B01024
1285,515053,Gujarat Refractories Ltd,
1074,GSCLCEMENT,Gujarat Sidhee Cement Ltd,INE542A01039
226,GSFC,Gujarat State Fertilizers & Chemicals Ltd,INE026A01025
12144,GUJSTATFIN,Gujarat State Financial Corporation,INE944A01011
24065,GSPL,Gujarat State Petronet Ltd,INE246F01010
3500,524314,Gujarat Terce Laboratories Ltd,INE499G01013
216,GUJTHEMIS,Gujarat Themis Biosyn Ltd,INE942C01029
2375,513337,Gujarat Toolroom Ltd,INE145J01024
903,506640,Gujchem Distillers India Ltd,INE218N01013
45765,GULFOILLUB,Gulf Oil Lubricants India Ltd,INE635Q01029
22361,GULPOLY,Gulshan Polyols Ltd,INE255D01024
1192,514116,Gupta Synthetics Ltd,INE957D01017
4023,526401,Gurdarshan Leathers Ltd,
26866,GVKPIL,GVK Power & Infrastructure Ltd,INE251H01024
4964,530141,Gyan Developers & Builders Ltd,INE487G01018
2922,523860,Gyan Leatherboard Ltd,
29706,GAL,Gyscoal Alloys Ltd,INE482J01021
2516,502873,H P Cotton Textile Mills Ltd,INE950C01014
24949,HTMEDIA,H T Media Ltd,INE501G01024
3441,521095,H-Lon Hosiery Ltd,
7809,532145,H. S. India Ltd,INE731B01010
71631,HGINFRA,H.G. Infra Engineering Ltd,INE926X01010
40176,539854,Halder Venture Ltd,INE115S01010
4647,515147,Haldyn Glass Ltd,INE506D01020
45950,538731,Hanman Fit Ltd,INE982Q01017
23633,HANUNG,Hanung Toys and Textiles Ltd,INE648H01013
1286,509597,Hardcastle & Waud Mfg Co Ltd,INE722D01015
72476,541276,Hardwyn India Ltd,INE626Z01011
7616,531971,Hari Govind International Ltd,INE167F01018
42511,538081,Haria Apparels Ltd,INE493N01012
4278,HARIAEXPO,Haria Exports Ltd,INE772B01014
1740,HARIGCRANK,Harig Crankshafts Ltd,INE905C01026
65149,542682,Harish Textile Engineers Ltd,INE01K301012
1559,HARITASEAT,Harita Seating Systems Ltd,INE939D01015
2508,506024,Hariyana Metals Ltd,INE219D01012
4777,526931,Hariyana Ship Breakers Ltd,INE400G01011
4811,530055,Harmony Capital Services Ltd,INE264N01017
233,HARRMALAYA,Harrisons Malayalam Ltd,INE544A01019
27750,532855,Haryana Capfin Ltd,INE928H01019
5273,530927,Haryana Financial Corporation Ltd,
1183,524080,Haryana Leather Chemicals Ltd,INE681F01018
235,HARYANPETR,Haryana Petrochemicals Ltd,INE753C01012
64830,780014,Has Lifestyle Ltd,INE888Q01016
6542,531387,Hasti Finance Ltd,INE671D01014
1970,509073,Hathway Bhawani Cabletel & Datacom Ltd,INE525B01016
20659,HATHWAY,Hathway Cable & Datacom Ltd,INE982F01036
13023,HATSUN,Hatsun Agro Product Ltd,INE473B01035
3272,HAVELLS,Havells India Ltd,INE176B01034
6362,539176,Hawa Engineers Ltd,INE230I01018
451,HAWKINCOOK,Hawkins Cooker Ltd,INE979B01015
22849,532467,Hazoor Multi Projects Ltd,INE550F01023
22432,532334,HB Estate Developers Ltd,INE640B01021
662,508956,HB Leasing & Finance Co Ltd,INE549B01016
22371,532333,HB Portfolio Ltd,INE638B01025
2105,HBSL,HB Stockholdings Ltd,INE550B01022
2401,HBLPOWER,HBL Power Systems Ltd,INE292B01021
66514,539224,HCKK Ventures Ltd,INE345Q01017
1019,HCL-INSYS,HCL Infosystems Ltd,INE236A01020
5656,HCLTECH,HCL Technologies Ltd,INE860A01027
21272,HDFCAMC,HDFC Asset Management Company Ltd,INE127D01025
4987,HDFCBANK,HDFC Bank Ltd,INE040A01034
40429,HDFCMFGETF,HDFC Gold ETF,INF179K01CN1
