id,mstarId,name,isin
1004900,F000013TOO,Mahindra Manulife Hybrid Equity Nivesh Yojana Direct Growth,INF174V01788
1003598,F00001399Q,Mahindra Manulife Large Cap Pragati Yojana Regular Dividend Payment,INF174V01705
1004901,F000013TOT,Mahindra Manulife Hybrid Equity Nivesh Yojana Dividend Reinvestment,INF174V01762
1003599,F00001399R,Mahindra Manulife Large Cap Pragati Yojana Regular Dividend Reinvestment,INF174V01705
1004902,F000013TOS,Mahindra Manulife Hybrid Equity Nivesh YojanaRegular Dividend Payout,
1004906,F000013RLF,Sundaram Ultra Short Term Fund Direct Monthly Dividend Sweep,
1004907,F000013RLP,Sundaram Ultra Short Term Fund Regular Monthly Dividend Sweep,
1004908,F000013RLQ,Sundaram Ultra Short Term Fund Regular Quarterly Dividend Sweep,
1004909,F00000SQ0X,Edelweiss Government Securities Fund Direct Weekly Dividend Reinvestment,INF843K01GW4
1004910,F00000OUQI,Edelweiss Dynamic Bond Fund Regular Plan Annual Dividend Payout Option,INF843K01922
1004911,F000013XC6,Mahindra Manulife Overnight Fund Regular Growth,INF174V01812
1004914,F000013XCL,Axis Money Market Fund Direct Annual Dividend Payout,INF846K01Q96
1003612,F0000139Q1,Axis Fixed Term Plan Series 102 1133 Days Regular Dividend Payout,
1003613,F0000139Q0,Axis Fixed Term Plan Series 102 1133 Days Regular Growth,
1003614,F0000139Q8,UTI Fixed Term Income Fund Series XXXI - VII 1155D Direct Growth,
1004918,F000013XC7,Mahindra Manulife Overnight Fund Regular Daily Dividend Reinvestment,INF174V01820
1003616,F0000139Q2,Axis Fixed Term Plan Series 102 1133 Days Regular Quarterly Dividend Payout,
1003617,F0000139PW,Axis Fixed Term Plan Series 102 1133 Days Direct Growth,
1003618,F0000139Q9,UTI Fixed Term Income Fund Series XXXI - VII 1155D Direct Quarterly Dividend Payout,
1004921,F000013XD0,Edelweiss Overnight Fund Direct Daily Dividend Reinvestment,INF754K01JW7
1004922,F000013XCQ,Axis Money Market Fund Regular Growth,INF846K01R46
1003620,F0000139PY,Axis Fixed Term Plan Series 102 1133 Days Direct Quarterly Dividend Payout,
1004923,F000013XD7,Edelweiss Overnight Fund Direct Annual Dividend Payout,INF754K01KD5
1000001,F00000YGHP,Essel Large Cap Equity Fund Direct Plan Yearly Dividend Payout Option,INF959L01BV9
1000003,F00000X3CU,IDFC Bond Fund - Medium Term Plan -Regular Plan_Periodic Dividend Payout,INF194KA1TA8
1000004,F00000X3CT,IDFC Corporate Bond Fund Regular Plan Half Yearly Dividend Payout,INF194KA1R85
1000007,F00000WRG0,UTI Banking & PSU Debt Fund Regular Plan Monthly Dividend Payout Option,
1000008,F00000ULCH,Kotak Equity Savings Fund Regular Quarterly Dividend Payout,INF174K01D10
1000009,F00000ULCI,Kotak Equity Savings Fund Direct Quarterly Dividend Payout,INF174K01D69
1000010,F00000ULCF,Kotak Equity Savings Fund Regular Monthly Dividend Payout,INF174K01D02
1000011,F00000ULCG,Kotak Equity Savings Fund Direct Monthly Dividend Payout,INF174K01D51
1000012,F00000WAI3,Indiabulls Value Fund Direct Dividend Payout,INF666M01BF1
1000013,F00000Z9A1,UTI CCF- Investment Plan Direct Income Reinvestment,
1000014,F00000WAI1,Indiabulls Value Fund Regular Dividend Payout,INF666M01BI5
1000015,F00000PN5L,IDFC Banking & PSU Debt Fund Direct Dividend Payout,INF194K016G6
1000016,F00000PN5J,IDFC Banking & PSU Debt Fund Regular Dividend Payout,INF194K01SO4
1000017,F000003ZCI,Kotak Standard Multicap Dividend Payout,INF174K01344
1000018,F00000Z9A2,UTI CCF- Investment Plan Regular Plan Dividend Reinvestment,
1000019,F000003ZCJ,SBI Small Cap Fund Regular Plan Dividend Payout,INF200K01T44
1000020,F00000YXBF,BNP Paribas Arbitrage Fund Regular Plan Monthly Dividend Payout,INF251K01PD1
1000021,F00000YXBG,BNP Paribas Arbitrage Direct Plan Monthly Dividend Payout,INF251K01PF6
1000022,F00000YXBH,BNP Paribas Arbitrage Fund Direct Plan Quarterly Dividend Payout,INF251K01PJ8
1000023,F00000YXBI,BNP Paribas Arbitrage Fund Regular Plan Quarterly Dividend Payout,INF251K01PH2
1000024,F000005OFM,Tata Equity P/E Trigger A 5% Dividend Payout,
1000025,F00000PN2X,Indiabulls Income Fund Direct Quarterly Dividend Payout,INF666M01691
1000026,F00000PN2W,Indiabulls Income Fund Direct Monthly Dividend Payout,INF666M01683
1000027,F00000PN2V,Indiabulls Income Fund Direct Half Yearly Dividend Payout,INF666M01709
1000028,F000005OEG,Axis Short Terml Monthly Dividend Payout,INF846K01651
1000030,F00000PN2T,Indiabulls Income Fund Regular Quarterly Dividend Payout,INF666M01766
1000031,F00000PN2S,Indiabulls Income Fund Regular Monthly Dividend Payout,INF666M01758
1000032,F00000PN2R,Indiabulls Income Fund Regular Half YearlyDividend Payout,INF666M01774
1000033,F00000Z9DZ,UTI - Treasury Advantage Fund - Discontinued Flexi Dividend Reinvestment Plan,
1000034,F00000ZJG4,DSP Equal Nifty 50 Fund Dividend Reinvestment,INF740KA1CP1
1000035,F00000Z9EH,Sundaram Equity Hybrid Fund Dividend Sweep,
1003622,F0000139QB,UTI Fixed Term Income Fund Series XXXI - VII 1155D Direct Annualy Dividend Payout,
1000037,F00000Z9EJ,Sundaram Banking & PSU Debt Fund Direct Plan Monthly Dividend Sweep Option,
1000038,F00000Z9EP,Sundaram Medium Term Bond Half Yearly Dividend Sweep,
1000039,F00000Z9F1,Sundaram Corporate Bond Fund Direct Plan Monthly Dividend Sweep Option,
1000040,F00000Z9F2,Sundaram Corporate Bond Fund Direct Plan Quarterly Dividend Sweep Option,
1000041,F00000Z9EQ,Sundaram Medium Term Bond Quarterly Dividend Sweep,
1000042,F00000ZJG7,DSP Equal Nifty 50 Fund Direct Dividend Reinvestment,INF740KA1CS5
1000043,F00000Z9EG,Sundaram Equity Hybrid Fund Direct Plan Dividend Sweep Option,
1000044,F00000Z9F3,Sundaram Corporate Bond Fund Direct Plan Annual Dividend Sweep Option,
1000045,F00000Z9ER,Sundaram Medium Term Bond Annual Dividend Sweep,
1000046,F00000Z9ES,Sundaram Diversified Equity Fund Direct Plan Dividend Sweep Option,
1000047,F00000Z9F4,Sundaram Corporate Bond Fund- Half Yearly Dividend Sweep,
1000048,F00000Z9EL,Sundaram Banking & PSU Debt Fund Monthly Dividend Sweep,
1000049,F00000Z9EM,Sundaram Banking & PSU Debt Fund Regular Monthly Dividend Sweep,
1000050,F00000Z9EN,Sundaram Medium Term Bond Direct Plan Quarterly Dividend Sweep Option,
1000051,F00000Z9EO,Sundaram Medium Term Bond Direct Plan Annual Dividend Sweep Option,
1000052,F00000Z9F0,Sundaram Financial Services Opportunities Fund Retail Dividend Sweep,
1000054,F00000Z9EY,Sundaram Financial Services Opportunities Fund Direct Plan Dividend Sweep Option,
1000055,F00000Z9EZ,Sundaram Financial Services Opportunities Fund Institutional Dividend Sweep,
1000056,F00000Z9ET,Sundaram Diversified Equity Fund Dividend Sweep,
1000058,F00000Z9F6,Sundaram Corporate Bond Fund Monthly Dividend Sweep,
1000059,F00000Y6BY,UTI Banking & PSU Debt Fund Direct Plan Annual Dividend Payout Option,INF789FA1V03
1000060,F00000Z9EU,Sundaram large and Mid Cap Direct Plan Dividend Sweep Option,
1000061,F00000Z9F7,Sundaram Corporate Bond Fund Quarterly Dividend Sweep,
1000062,F00000Z9EV,Sundaram large and Mid Cap Fund Dividend Sweep,
1000064,F00000Z9FB,Sundaram Global Brand Fund Direct Plan Dividend Sweep Option,
1000065,F00000Z9FC,Sundaram Global Brand Fund Dividend Sweep,
1000066,F00000Z9FD,Sundaram Short Term Credit Risk Fund Direct Plan Dividend Sweep Option,
1000067,F00000Z9FI,Sundaram Short Term Credit Risk Fund Regular Plan Monthly Dividend Sweep,
1000068,F00000Z9FJ,Sundaram Short Term Credit Risk Fund Regular Plan Weekly Dividend Sweep,
1000069,F00000Z9FK,Sundaram Infrastructure Advantage Fund Direct Plan Dividend Sweep,
1000070,F00000Z9FL,Sundaram Infrastructure Advantage Fund Regular Plan Dividend Sweep,
1000072,F00000Z9FF,Sundaram Short Term Credit Risk Fund Direct Plan Monthly Dividend Sweep,
1000073,F00000Z9F8,Sundaram Corporate Bond Fund Annual Dividend Sweep,
1000074,F00000Z9FQ,Sundaram Debt Oriented Hybrid Fund Half Yearly Dividend Sweep,
1000076,F00000Z9G3,Sundaram Short Term Debt Fund Direct Plan Fortnightly Dividend Sweep Option,
1000077,F00000Z9FR,Sundaram Debt Oriented Hybrid Fund Quarterly Dividend Sweep,
1000078,F00000Z9G4,Sundaram Short Term Debt Fund Direct Plan Monthly Dividend Sweep Option,
1000079,F00000Z9FS,Sundaram Money Fund Direct Plan Fortnightly Dividend Sweep Option,
1000080,F00000Z9G5,Sundaram Short Term Debt Fund Direct Plan Weekly Dividend Sweep Option,
1000081,F00000Z9FT,Sundaram Money Fund Direct Plan Monthly Dividend Sweep Option,
1000082,F00000Z9FG,Sundaram Short Term Credit Risk Fund Direct Plan Weekly Dividend Sweep,
1000083,F00000Z9FH,Sundaram Short Term Credit Risk Fund Dividend Sweep,
1000084,F00000Z9FM,Sundaram Debt Oriented Hybrid Fund Plan Direct Plan Half Yearly Dividend Sweep Option,
1000085,F00000Z9FN,Sundaram Debt Oriented Hybrid Fund Plan Direct Plan Monthly Dividend Sweep Option,
1000086,F00000Z9G0,Sundaram Rural and Consumption Fund Direct Plan Dividend Sweep Option,
1000087,F00000Z9FO,Sundaram Debt Oriented Hybrid Fund Plan Direct Plan Quarterly Dividend Sweep Option,
1000088,F00000Z9FP,Sundaram Debt Oriented Hybrid Fund Monthly Dividend Sweep,
1000089,F00000Z9G1,Sundaram Rural and Consumption Fund Dividend Sweep,
1000090,F00000Z9G6,Sundaram Short Term Debt Fund Fortnightly Dividend Sweep,
1000091,F00000Z9FU,Sundaram Money Fund Dividend Sweep Monthly,
1000092,F00000Z9FV,Sundaram Money Fund Regular Monthly Dividend Sweep,
1000094,F00000Z9GC,Sundaram Mid Cap Direct Plan Dividend Sweep Option,
1000095,F00000Z9GD,Sundaram Mid Cap Dividend Sweep,
1000096,F00000Z9GE,Sundaram Mid Cap Institutional Dividend Sweep,
1000097,F00000Z9GA,Sundaram Select Focus Fund Dividend Sweep,
1000098,F00000Z9GJ,Sundaram Small Cap Fund Institutional Plan Dividend Sweep Option,
1000099,F00000Z9GK,Sundaram Low Duration Direct Plan Fortnightly Dividend Sweep Option,
1000100,F00000Z9G7,Sundaram Short Term Debt Fund Mthly Dividend Sweep,
1000101,F00000Z9G8,Sundaram Short Term Debt Fund Weekly Dividend Sweep,
1000102,F00000Z9G9,Sundaram Select Focus Direct Plan Dividend Sweep Option,
1000103,F00000Z9GR,Sundaram Low Duration Regular Weekly Dividend Sweep,
1000104,F00000Z9GS,Sundaram Low Duration Retail Fortnightly Dividend Sweep,
1000105,F00000Z9GT,Sundaram Low Duration Retail Monthly Dividend Sweep,
1000106,F00000Z9GU,Sundaram Low Duration Retail Quarterly Dividend Sweep,
1000107,F00000Z9GL,Sundaram Low Duration Direct Plan Monthly Dividend Sweep Option,
1000108,F00000Z9GM,Sundaram Low Duration Direct Plan Quarterly Dividend Sweep Option,
1000109,F00000Z9GF,Sundaram Smart NIFTY 100 Equal Weight Direct Dividend Sweep,
1000110,F00000Z9GG,Sundaram Smart NIFTY 100 Equal Weight Regular Dividend Sweep,
1000111,F00000Z9GH,Sundaram Small Cap Fund Direct Plan Dividend Sweep Option,
1000112,F00000Z9GI,Sundaram Small Cap Fund Regular Plan Dividend Sweep Option,
1000113,F00000Z9GN,Sundaram Low Duration Institutional Monthly Dividend Sweep,
1000114,F00000Z9GO,Sundaram Low Duration Regular Fortnightly Dividend Sweep,
1000115,F00000Z9GP,Sundaram Low Duration Regular Monthly Dividend Sweep (Formerly Super Institutional Plan),
1000116,F00000Z9GQ,Sundaram Low Duration Regular Quatterly Dividend Sweep (Formerly Super Institutional Plan),
1000117,F00000Z9GV,Sundaram Low Duration Retail Weekly Dividend Sweep,
1000118,F00000Z8WF,Nippon India Equity Savings Quarterly Dividend Reinvestment Option,INF204KA1W44
1000119,F00000Z8WR,Nippon India Gilt Securities Fund -P F Option -Automatic Annual Dividend Reinvestment,
1000120,F00000Z99O,UTI Banking & PSU Debt Fund Regular Plan Monthly Dividend Reinvestment Option,
1000121,F00000Z99I,UTI Banking & PSU Debt Fund Monthly Dividend Reinvestment Option Direct,
1000122,F000002EE7,Franklin India Ultra Short Bond Fund Retail Weekly Dividend Payout,
1000123,F00000XTW4,Motilal Oswal Dynamic Fund Regular Plan Annual Dividend Payout Option,INF247L01601
1000124,F00000Z8YV,Nippon India Equity Hybrid Fund - Direct Plan-Monthly Dividend Reinvestment Plan,INF204KB1BE5
1000125,F00000XTW3,Motilal Oswal Dynamic Fund Regular Plan Quarterly Dividend Payout Option,INF247L01593
1000126,F00000XTW7,Motilal Oswal Dynamic Fund Direct Plan Annual Dividend Payout Option,INF247L01650
1000127,F00000XTW6,Motilal Oswal Dynamic Fund Direct Plan Quarterly Dividend Payout Option,INF247L01643
1000128,F00000Z8YY,Nippon India Equity Hybrid Fund - Monthly Dividend Reinvestment Plan,INF204KB1BG0
1000129,F00000UKNB,ICICI Prudential Long Term Bond Fund Direct Plan Annual Dividend Payout,INF109KA12C2
1000130,F00000SVIV,HSBC Asia Pacific(Ex Japan) Dividend Yield Fund Regular Dividend Payout,
1000131,F00000SVIX,HSBC Asia Pacific(Ex Japan) Dividend Yield Fund Direct Dividend Payout,
1003626,F0000139QE,UTI Fixed Term Income Fund Series XXXI - VII 1155D Regular Quarterly Dividend Payout,
1000133,F000000OYB,Franklin Asian Equity Fund Dividend Payout,INF090I01999
1000135,F00000Z8O3,Kotak Savings Fund Monthly Dividend Reinvestment,
1000136,F000005O71,Franklin India Income Opportunities Fund Dividend Payout,
1000137,F000005NTZ,IDFC Regular Savings Fund Regular Plan Dividend Payout,INF194K01RY5
1000138,F000005NTY,Axis Long Term Equity Dividend Payout,INF846K01149
1000139,F00000SVA0,Motilal Oswal Midcap 30 Regular Dividend Payout,INF247L01437
1000140,F00000Z92D,SBI Magnum Long Term Equity Scheme Regular Dividend Reinvestment,
1000141,F00000Z933,SBI Savings Fund Regular Plan Dividend Reinvestment,
1000142,F00000WQKY,Sundaram Short Term Credit Risk Fund Regular Plan Monthly Dividend Payout,INF903J014P7
1000143,F00000UKG1,IDFC Dynamic Equity Direct Dividend Payout,INF194KA1UI9
1000144,F00000UKFZ,IDFC Dynamic Equity Regular Dividend Payout,INF194KA1UF5
1000145,F000002EJ5,Aditya Birla Sun Life Global Emerging Opportunities Fund Dividend Payout,INF084M01AU8
1000146,F00000Z95J,Sundaram Smart NIFTY 100 Equal Weight Direct Dividend Reinvestment,INF903JA1682
1000147,F00000Z95K,Sundaram Smart NIFTY 100 Equal Weight Regular Dividend Reinvestment,INF903JA1658
1000148,F00000Z8U2,Principal Cash Management Fund Daily Dividend Sweep,
1000149,F00000UKI8,Edelweiss Equity Savings Direct Dividend Payout,INF843K01KE4
1000150,F00000UKI5,Edelweiss Equity Savings Regular Dividend Payout,INF843K01KI5
1000151,F000002EGM,Edelweiss Dynamic Bond Fund Retail Dividend Payout,INF843K01351
1000152,F00000NX98,IDFC All Seasons Bond Fund Regular Plan Fortnightly Dividend Payout,INF194K01SM8
1000153,F000002EGH,JM Multicap Fund Dividend Payout,INF192K01619
1000154,F00000NYIP,Axis Strategic Bond Fund Half Yearly Dividend Payout,INF846K01BR8
1000155,F00000NYIO,Axis Strategic Bond Fund Quarterly Dividend Payout,INF846K01BQ0
1000156,F00000H63Z,DSP Focus Dividend Payout,INF740K01540
1000157,F00000NYHG,Aditya Birla Sun Life Gold Fund Dividend Payout,INF209K01PG2
1000158,F000002FQL,ICICI Prudential Savings Fund Weekly Dividend Payout,INF109K01753
1000159,F00000YI0C,Indiabulls Liquid Fund Direct Plan Fortnightly Dividend Payout Option,INF666M01501
1000160,F000002FPX,Canara Robeco Liquid Regular Plan Weekly Dividend Payout,INF760K01BZ4
1000161,F000002FR0,Edelweiss Low Duration Fund Regular Plan Weekly Dividend Payout Option,INF754K01GA9
1000162,F00000W0Y8,JM Large Cap Fund (Direct) Quarterly Dividend Payout Option,INF192K01JN9
1000163,F00000W0Y9,JM Large Cap Fund Annual Dividend Payout Option,INF192K01JS8
1000164,F00000W0Y6,JM Large Cap Fund (Direct) Annual Dividend Payout Option,INF192K01JU4
1000165,F00000W0Y7,JM Large Cap Fund Monthly Dividend Payout Option,INF192K01JH1
1000166,F00000SFPK,ICICI Prudential Ultra Short Term Fund Direct Plan Quarterly Dividend Payout,INF109K01T61
1000167,F00000T8S0,Franklin India Banking & PSU Debt Fund Direct Dividend Payout,INF090I01KS6
1000168,F00000W0Y4,JM Large Cap Fund (Direct) Monthly Dividend Payout Option,INF192K01JJ7
1000169,F00000W0Y5,JM Large Cap Fund (Direct) Half Yearly Dividend Payout Option,INF192K01JR0
1000170,F00000W0Y2,JM Large Cap Fund Quarterly Dividend Payout Option,INF192K01JL3
1000171,F00000W0Y3,JM Large Cap Fund Half Yearly Dividend Payout Option,INF192K01JP4
1000172,F00000T8RX,Franklin India Banking & PSU Debt Fund Dividend Payout,INF090I01KP2
1000173,F00000T8UX,Franklin India Savings Fund Direct Monthly Dividend Payout,INF090I01LC8
1000174,F00000T8UW,Franklin India Savings Fund Monthly Dividend Payout,INF090I01LA2
1000175,F000005OLZ,Canara Robeco Consumer Trends Fund Regular Plan Dividend Payout,INF760K01225
1000176,F00000WS7F,ICICI Prudential Equity & Debt Fund Annual Dividend Payout,INF109KB1QJ8
1000177,F00000WS7E,ICICI Prudential Floating Interest Fund Direct Plan Dividend Payout Others,INF109K01P32
1000178,F00000NGS7,PGIM India Short Maturity Fund Quarterly Dividend Payout,INF223J01KB7
1000179,F000002FPF,Canara Robeco Liquid Regular Monthly Dividend Payout,INF760K01CX7
1000180,F00000W182,ICICI Prudential Credit Risk Fund Direct Plan Annual Dividend Payout,
1000181,F000002FQ1,Canara Robeco Ultra Short Term Fund Regular Plan- Weekly Dividend Payout,INF760K01DE5
1000182,F000002FPQ,Edelweiss Liquid Fund Regular Plan Monthly Dividend Payout,INF754K01HL4
1000183,F00000WRK4,IDFC Corporate Bond Fund Regular Plan Dividend Payout,INF194KA1L99
1000184,F00000X3LJ,IDFC Corporate Bond Fund Direct Plan Quarterly Dividend Payout,INF194KA1S76
1000185,F000002FP5,Edelweiss Liquid Fund Regular Plan Weekly Dividend Payout,INF754K01HJ8
1000186,F00000X3LI,IDFC Corporate Bond Fund Regular Plan Quarterly Dividend Payout,INF194KA1R51
1000187,F00000WRK6,IDFC Corporate Bond Fund Direct Plan Dividend Payout,INF194KA1M31
1000188,F00000WAK1,ICICI Prudential Nifty Index Plan Direct Plan Dividend Payout Option,INF109KB1NM9
1000189,F00000YY43,IDFC Corporate Bond Fund Regular Plan Annual Dividend Payout,INF194KA1S19
1000190,F00000GV6J,Axis Short Term Regular Weekly Dividend Payout,INF846K01677
1000191,F000002XYT,Edelweiss Large Cap Fund Dividend Payout,INF754K01012
1000192,F00000GV5J,BOI AXA Manufacturing & Infra Quarterly Dividend Payout,INF761K01231
1000193,F00000GV5I,BOI AXA Manufacturing & Infra Dividend Payout,INF761K01215
1000194,F000002XYW,Edelweiss Large Cap Fund C Dividend Payout,
1000195,F000002XYU,Edelweiss Large Cap Fund B Dividend Payout,
1000196,F00000HH5S,Baroda Large Cap Fund Plan A Dividend Payout,INF955L01617
1000197,F00000YJ19,IDFC Credit Risk Fund Regular Annual Dividend Payout,INF194KA1W05
1000198,F00000YJ18,IDFC Credit Risk Fund Regular Quarterly Dividend Payout,INF194KA1V48
1000199,F00000YJ17,IDFC Credit Risk Fund Regular Half Yearly Dividend Payout,INF194KA1V71
1000200,F00000YJ1A,IDFC Credit Risk Fund Regular Periodic Dividend Payout,INF194KA1V14
1000201,F00000YJ1F,IDFC Credit Risk Fund Direct Periodic Dividend Payout,INF194KA1W47
1000202,F00000YJ1E,IDFC Credit Risk Fund Direct Annual Dividend Payout,INF194KA1X38
1000203,F00000YJ1D,IDFC Credit Risk Fund Direct Quarterly Dividend Payout,INF194KA1W70
1000204,F00000YJ1C,IDFC Credit Risk Fund Direct Half Yearly Dividend Payout,INF194KA1X04
1000205,F000010M6U,BOI AXA Arbitrage Fund Regular Quarterly Dividend Re-investment,INF761K01EA9
1000206,F000010M6T,BOI AXA Arbitrage Fund Regular Quarterly Dividend Pay-out,INF761K01DZ8
1000207,F000010M6S,BOI AXA Arbitrage Fund Regular Monthly Dividend Re-investment,INF761K01DY1
1000208,F000010M6R,BOI AXA Arbitrage Fund Regular Monthly Dividend Pay-out,INF761K01DX3
1000209,F000010M6P,BOI AXA Arbitrage Fund Regular Annual Dividend Re-investment,INF761K01EC5
1000210,F00000WTMT,BOI AXA Short Term Income Fund-Direct Plan- Quarterly Dividend Payout,INF761K01777
1000211,F000010M6O,BOI AXA Arbitrage Fund Regular Annual Dividend Pay-out,INF761K01EB7
1000212,F000010M6M,BOI AXA Arbitrage Fund Direct Quarterly Dividend Pay-out,INF761K01EG6
1000213,F000010M6L,BOI AXA Arbitrage Fund Direct Monthly Dividend Re-investment,INF761K01EF8
1000214,F000010M6K,BOI AXA Arbitrage Fund Direct Monthly Dividend Pay-out,INF761K01EE1
1000215,F000010M6I,BOI AXA Arbitrage Fund Direct Annual Dividend Re-investment,INF761K01EJ0
1000216,F000010M6H,BOI AXA Arbitrage Fund Direct Annual Dividend Pay-out,INF761K01EI2
1000217,F00000Q15O,ICICI Prudential Savings Fund Fortnightly Dividend Payout,INF109K011Z1
1000218,F000010M6N,BOI AXA Arbitrage Fund Direct Quarterly Dividend Re-investment,INF761K01EH4
1000219,F00000UN25,HDFC Medium Term Debt Plan Direct Plan Normal Dividend Payout Option,INF179KA1D90
1000221,F00000Q150,ICICI Prudential Liquid Fund Direct Plan Annual Dividend Payout,
1000222,F00000VPXV,Aditya Birla Sun Life Credit Risk Fund Regular Plan Dividend Payout,
1000223,F00000UN24,HDFC Medium Term Debt Plan Regular Plan Normal Dividend Payout Option,INF179KA1E16
1000224,F00000NYV5,DSP Credit Risk Fund Regular Quarterly Dividend Payout,INF740K01JY2
1000225,F000005PMF,Canara Robeco Conservative Hybrid Fund Quarterly Dividend Payout,INF760K01AP7
1000226,F00000NYVA,DSP Ultra Short Fund Regular Plan Monthly Dividend Payout,INF740K01QS9
1000227,F00000SXD6,BNP Paribas Medium Term Fund Regular Annual Dividend Payout,INF251K01LP4
1000228,F00000SXD5,BNP Paribas Medium Term Fund Regular Half Yearly Dividend Payout,INF251K01LR0
1000229,F00000SXD8,BNP Paribas Medium Term Fund Direct Monthly Dividend Payout,INF251K01LV2
1000230,F00000VPXY,Aditya Birla Sun Life Credit Risk Fund Direct Plan Dividend Payout,
1000231,F00000PNXH,ICICI Prudential Money Market Fund Direct Plan Monthly Dividend Payout,INF109K01R71
1000232,F00000SXD4,BNP Paribas Medium Term Fund Regular Calendar Quarterly Dividend Payout,INF251K01LQ2
1000233,F00000SXD3,BNP Paribas Medium Term Fund Regular Monthly Dividend Payout,INF251K01LS8
1000234,F00000WSS3,ICICI Prudential Equity & Debt Fund Direct Plan Annual Dividend Payout,INF109KB1QL4
1000235,F00000SXD9,BNP Paribas Medium Term Fund Direct Calendar Quarterly Dividend Payout,INF251K01LW0
1000236,F00000GUHW,Invesco India Liquid Fund Monthly Dividend Payout,INF205K01HQ6
1000237,F00000SXDB,BNP Paribas Medium Term Fund Direct Annual Dividend Payout,INF251K01LY6
1000238,F00000SXDA,BNP Paribas Medium Term Fund Direct Half Yearly Dividend Payout,INF251K01LX8
1000239,F000000C7M,Kotak Emerging Equity Scheme Dividend Payout,INF174K01DT7
1000240,F000000C7O,Aditya Birla Sun Life Asset Allocator Multi Manager FoF Scheme Dividend Payout,INF084M01AF9
1000241,F00000QSW0,IIFL Liquid Fund Regular Weekly Dividend Payout,INF579M01514
1000242,F000000C7Q,IDFC Large Cap Fund Dividend Payout,INF194K01490
1000243,F000010MNC,Mirae Asset Healthcare Dir DR,INF769K01EF1
1000244,F000000C71,JM Arbitrage Fund Dividend Payout,INF192K01494
1000245,F000010MN9,Mirae Asset Healthcare Regular Dividend reinvestment,INF769K01EC8
1000246,F000000C41,DSP Tax Saver Fund Dividend Payout,INF740K01169
1000248,F000000C5V,DSP Midcap Fund Dividend Payout,INF740K01102
1000249,F00000PPZL,IDFC Banking & PSU Debt Fund-Regular Plan- Fortnightly Dividend Payout,
1000250,F00000XH2N,Axis Equity Saver Fund Regular Plan Dividend Payout,INF846K01XR2
1000251,F00000MGCH,Axis Midcap Dividend Payout,INF846K01867
1000252,F00000NK4Z,Indiabulls Ultra Short Term Fund Weekly Dividend Payout,INF666M01139
1000253,F00000PPYZ,IDFC Banking & PSU Debt Fund-Direct Plan- Fortnightly Dividend Payout,
1000254,F00000UNZQ,IIFL Focused Equity Fund Regular Dividend Payout,INF579M01886
1000255,F00000UNZS,IIFL Focused Equity Fund Direct Dividend Payout,INF579M01910
1000256,F00000PPZ0,IDFC Banking & PSU Debt Fund-Regular Plan- Monthly Dividend Payout,
1000257,F00000Y9GA,Kotak Equity Arbitrage Fund Fortnightly Regular Dividend Payout,
1000258,F00000Y9G7,Kotak Equity Arbitrage Fund Fortnightly Direct Dividend Payout,
1000259,F00000QC2Q,Axis Gilt Fund Direct Plan Half Yearly Dividend Payout Option,INF846K01DF9
1000260,F00000NJ9N,IDFC Low Duration Fund Regular Plan Quarterly Dividend Payout,INF194K01UR3
1000261,F00000JNNU,HDFC Corporate Bond Quarterly Dividend Payout,INF179K01DD0
1000262,F000002YIE,ICICI Prudential Focused Equity Fund Dividend Payout,INF109K01CA5
1000264,F000005QNR,ICICI Prudential Banking and PSU Debt Fund Weekly Dividend Payout,INF109K01RU1
1000265,F000002YI0,Edelweiss Aggressive Hybrid B Dividend Payout,
1000266,F000002YHV,Canara Robeco Dynamic Bond Fund Regular Plan Dividend Payout,INF760K01423
1000267,F00000SZ54,IDFC All Seasons Bond Fund-Direct Plan-Fortnightly Dividend Payout,INF194K01V55
1000268,F000010LVZ,UTI CCF- Savings Plan - Scholarship Plan,
1000269,F000010LVY,UTI CCF- Investment Plan - Scholarship Plan,
1000270,F000010LVX,UTI CCF- Investment Plan - Direct - Scholarship Plan,
1000271,F00000XX4I,Kotak Credit Risk Fund Quarterly Direct Dividend Payout Direct,INF174K01MF7
1000272,F000010LW0,UTI CCF- Savings Plan - Direct - Scholarship Plan,
1000273,F00000WCSP,ICICI Prudential Nifty Index Plan Dividend Payout Option,INF109KB1NO5
1000274,F00000X5TM,IDFC Corporate Bond Fund Regular Plan Monthly Dividend Payout,INF194KA1R28
1000275,F00000Y8Y7,BNP Paribas Arbitrage Direct Dividend Payout,INF251K01OV6
1000276,F00000Y8Y6,BNP Paribas Arbitrage Regular Dividend Payout,INF251K01OP8
1000277,F00000Y98R,HSBC Short Duration fund Quarterly Dividend Payout,INF336L01LG0
1000278,F00000Y8Y9,IDFC Hybrid Equity Fund Regular Plan Dividend Payout,INF194KA1U23
1000279,F00000Y8YB,IDFC Hybrid Equity Fund Direct Plan Dividend Payout,INF194KA1U64
1000280,F00000QLI4,Kotak Credit Risk Fund Weekly Dividend Payout Direct,INF174K01MA8
1000281,F00000QLI2,ICICI Prudential Floating Interest Fund Direct Plan Quarterly Dividend Payout,
1000282,F00000PZGO,IDFC Cash Fund Direct Plan Periodic Dividend Payout,INF194K01J02
1000283,F00000ZWF4,Mahindra Manulife Mid Cap Unnati Yojana Direct Dividend payout,INF174V01515
