id,mstarId,name,isin
4158,F00000PD48,Principal Hybrid Equity Fund Direct Monthly Dividend Payout,INF173K01FB2
4159,F0GBR06RZK,Principal Hybrid Equity Fund Growth,INF173K01CL8
4160,F00000PD89,Nippon India Equity Hybrid Fund - Direct Plan - Growth Option,INF204K01B08
4161,F00000QJS4,Nippon India Equity Hybrid Fund Direct Plan Quarterly Dividend Payout Option,INF204K011R2
4162,F00000PD84,Nippon India Equity Hybrid Fund Direct Plan Dividend Payout Plan,INF204K01B16
4163,F00000XLS9,Nippon India Equity Hybrid Fund - Direct Plan-Monthly Dividend Payout Plan,INF204KB1BD7
4164,F00000LQWD,Nippon India Equity Hybrid Fund Dividend Payout,INF204K01FX9
4165,F0GBR06R58,Nippon India Equity Hybrid Fund - Growth,INF204K01FW1
4166,F00000XLS8,Nippon India Equity Hybrid Fund - Monthly Dividend Payout Plan,INF204KB1BF2
4167,F00000SQNZ,Nippon India Equity Hybrid Fund Quarterly Dividend Payout Option,INF204K013R8
4168,F00000PDC2,SBI Equity Hybrid Fund Direct Dividend Payout,INF200K01RX2
4169,F0GBR06R6C,SBI Equity Hybrid Fund Regular Dividend Payout,INF200K01123
4170,F00000PDC7,SBI Equity Hybrid Fund Direct Growth,INF200K01RY0
4171,F0GBR06R6D,SBI Equity Hybrid Fund Regular Growth,INF200K01107
4172,F00000SC7N,Shriram Hybrid Equity Fund Direct Dividend Payout,INF680P01067
4173,F00000SC7M,Shriram Hybrid Equity Fund Direct Growth,INF680P01042
4174,F00000SC7L,Shriram Hybrid Equity Fund Regular Dividend Payout,INF680P01034
4175,F00000SC7K,Shriram Hybrid Equity Fund Regular Growth,INF680P01018
4176,F00000PDGU,Tata Hybrid Equity Fund Direct Plan Growth,INF277K01MN2
4177,F00000PDGQ,Tata Hybrid Equity Fund Direct Plan Monthly Dividend Payout option,INF277K01MP7
4178,F00000PDGN,Tata Hybrid Equity Fund Direct Plan Dividend Payout Option,INF277K01MM4
4179,F0GBR06RC1,Tata Hybrid Equity Fund Regular Dividend Payout,INF277K01295
4180,F0GBR06RC2,Tata Hybrid Equity Fund Regular Growth,INF277K01303
4181,F00000MUQK,Tata Hybrid Equity Regular Monthly Dividend Payout,INF277K01CW4
4182,F00000PDKS,UTI Hybrid Equity Fund-Direct Income Payout,INF789F01SI3
4183,F0GBR06RIY,UTI Hybrid Equity Fund Regular Plan Growth,INF789F01323
4184,F0GBR06RIW,UTI Hybrid Equity Fund Regular Plan Dividend Payout,INF789F01307
4185,F00000PDKT,UTI Hybrid Equity Fund-Growth - Direct,INF789F01SK9
4186,F00000U562,Axis Arbitrage Direct Dividend Payout,INF846K01QA2
4187,F00000U561,Axis Arbitrage Direct Growth,INF846K01PZ1
4188,F00000U560,Axis Arbitrage Regular Dividend Payout,INF846K01QD6
4189,F00000U55Z,Axis Arbitrage Regular Growth,INF846K01QC8
4190,F00000Z7K0,BNP Paribas Arbitrage Fund Direct Plan Monthly Dividend Reinvestment,INF251K01PE9
4191,F00000Z7K1,BNP Paribas Arbitrage Fund Direct Plan Quarterly Dividend Reinvestment,INF251K01PI0
4192,F00000Y8Y5,BNP Paribas Arbitrage Regular Growth,INF251K01ON3
4193,F00000Z7JZ,BNP Paribas Arbitrage Direct Dividend Reinvestment,INF251K01OU8
4194,F00000Z7K3,BNP Paribas Arbitrage Fund Regular Plan Monthly Dividend Reinvestment,INF251K01PC3
4195,F00000Z7K4,BNP Paribas Arbitrage Fund Regular Plan Quarterly Dividend Reinvestment,INF251K01PG4
4196,F00000Y8Y8,BNP Paribas Arbitrage Direct Growth,INF251K01OT0
4197,F00000Z7K2,BNP Paribas Arbitrage Regular Dividend Reinvestment,INF251K01OO1
4199,F000010M6J,BOI AXA Arbitrage Fund Direct Growth,INF761K01ED3
4202,F000010M6Q,BOI AXA Arbitrage Fund Regular Growth,INF761K01DW5
1003821,F000013DMM,ICICI Prudential Fixed Maturity Plan Series 85 1127 Days Plan Q Direct Cumulative,
4206,F00000U9MZ,PGIM India Arbitrage Fund Direct Plan Annual Dividend Payout,INF223J012N9
4207,F00000U9MW,PGIM India Arbitrage Fund Direct Plan Growth,INF223J013N7
4208,F00000U9MY,PGIM India Arbitrage Fund Direct Plan Monthly Dividend Payout,INF223J011N1
4209,F00000UNVE,PGIM India Arbitrage Fund Direct Plan Quarterly Dividend Payout,INF223J010N3
4210,F00000U9MX,PGIM India Arbitrage Fund Direct Plan Regular Dividend Payout,INF223J019M6
4211,F00000U9MV,PGIM India Arbitrage Fund Regular Plan Annual Dividend Payout,INF223J012M1
4212,F00000U9MR,PGIM India Arbitrage Fund Regular Plan Growth,INF223J019N4
4213,F00000U9MT,PGIM India Arbitrage Fund Regular Plan Monthly Dividend Payout,INF223J011M3
4214,F00000U9MU,PGIM India Arbitrage Fund Regular Plan Quarterly Dividend Payout,INF223J010M5
4215,F00000U9MS,PGIM India Arbitrage Fund Regular Plan Regular Dividend Payout,INF223J019L8
4216,F00000ZZOT,DSP Arbitrage Fund Direct Dividend Reinvestment,INF740KA1DO2
4217,F00000ZZOR,DSP Arbitrage Fund Direct Growth,INF740KA1DN4
4218,F00000ZZOX,DSP Arbitrage Fund Direct Monthly Dividend Reinvestment,INF740KA1DQ7
4219,F00000ZZOP,DSP Arbitrage Fund Dividend Payout,INF740KA1DJ2
4220,F00000ZZOO,DSP Arbitrage Fund Growth,INF740KA1DI4
4221,F00000ZZOV,DSP Arbitrage Fund Monthly Dividend Reinvestment,INF740KA1DL8
4222,F00000Z6G2,Edelweiss Arbitrage Fund - Direct Plan - Monthly Dividend Payout Option,INF754K01HW1
4223,F00000Z5OJ,Edelweiss Arbitrage Fund - Regular Plan - Monthly Dividend Payout Option,INF754K01HT7
4224,F00000Z7V5,Edelweiss Arbitrage Fund Direct Dividend Reinvestment,INF754K01EC0
4225,F00000TUZA,Edelweiss Arbitrage Fund Direct Growth,INF754K01EA4
4226,F00000TUZ9,Edelweiss Arbitrage Fund Regular Bonus,
4227,F00000Z7V6,Edelweiss Arbitrage Fund Regular Dividend Reinvestment,INF754K01EH9
4228,F00000TUZ7,Edelweiss Arbitrage Fund Regular Growth,INF754K01EF3
4229,F00000Z80H,HDFC Arbitrage Fund Wholesale Plan Dividend Reinvestment Option Direct Plan,
4230,F000001A79,HDFC Arbitrage Fund Wholesale Plan Growth,INF179K01343
4231,F00000T3MO,HDFC Arbitrage Fund Wholesale Plan Growth Option Direct Plan,INF179KA1KT6
4232,F00000Z80K,HDFC Arbitrage Fund Wholesale Plan Monthly Dividend Reinvestment Option,INF179KA1KO7
4233,F00000Z80I,HDFC Arbitrage Fund Wholesale Plan Monthly Dividend Reinvestment Option Direct Plan,
4234,F00000Z80J,HDFC Arbitrage Fund Wholesale Plan Normal Dividend Reinvestment,
4237,F00000PE3N,ICICI Prudential Equity Arbitrage Fund Direct Plan Dividend Payout,INF109K015O6
4238,F00000PE3O,ICICI Prudential Equity Arbitrage Fund Direct Plan Growth,INF109K016O4
4240,F000000CBY,ICICI Prudential Equity Arbitrage Fund Regular Dividend Payout,INF109K01BE9
4241,F000000CBZ,ICICI Prudential Equity Arbitrage Fund Retail Plan Growth,INF109K01BF6
4242,F00000PFJB,IDFC Arbitrage Fund - Direct Plan - Growth,INF194K01Y60
4243,F00000PFLY,IDFC Arbitrage Fund Direct Plan Dividend Payout,INF194K01Y78
4244,F000000FY8,IDFC Arbitrage Fund - Regular Plan - Growth,INF194K01649
4245,F000000FX5,IDFC Arbitrage Fund Regular Plan Dividend Payout,INF194K01656
4248,F00000VB1S,IDFC Arbitrage Fund-Direct Plan- Annual Dividend Payout,INF194KA1YG5
4249,F00000VIQS,IDFC Arbitrage Fund-Regular Plan- Annual Dividend Payout,INF194KA1YD2
4250,F00000V5RI,Indiabulls Arbitrage Fund Direct Growth,INF666M01AW8
4251,F00000YNH6,Indiabulls Arbitrage Fund Direct Plan Half Yearly Dividend Payout Option,
4252,F00000V5RJ,Indiabulls Arbitrage Fund Direct Monthly Dividend Payout,INF666M01AX6
4253,F00001091A,Indiabulls Arbitrage Fund Direct Plan Quarterly Dividend Payout,
4254,F00001091C,Indiabulls Arbitrage Fund Direct Plan Yearly Dividend Payout,
4255,F00000V5RG,Indiabulls Arbitrage Fund Regular Growth,INF666M01BA2
4256,F00000YNH7,Indiabulls Arbitrage Fund Regular Plan Half Yearly Dividend Payout Option,
4257,F00000V5RH,Indiabulls Arbitrage Fund Regular Monthly Dividend Payout,INF666M01BB0
4258,F00000YNH8,Indiabulls Arbitrage Fund Regular Plan Quarterly Dividend Payout Option,
4259,F00000YNH9,Indiabulls Arbitrage Fund Regular Plan Yearly Dividend Payout Option,
4261,F00000Q2MP,Invesco India Arbitrage Fund - Bonus Option,
4262,F00000U224,Invesco India Arbitrage Fund - Direct Plan - Annual Bonus,
4264,F00000PD8Z,Invesco India Arbitrage Fund Direct Plan Dividend Payout Option,INF205K01KP2
4265,F00000PD8W,Invesco India Arbitrage Fund - Direct Plan - Growth Option,INF205K01KR8
4266,F00000Z8IW,Invesco India Arbitrage Fund Dividend Reinvestment,INF205K01130
4267,F000001A76,Invesco India Arbitrage Fund - Growth,INF205K01122
4268,F00000V5V8,JM Arbitrage Fund (Direct) - Annual Bonus Option,
4269,F00000W4Y3,JM Arbitrage Fund (Direct) Annual Dividend Payout Option,INF192K01KY4
4270,F00000TUZN,JM Arbitrage Fund (Direct) - Bonus Option,
4271,F00000PCWG,JM Arbitrage Fund (Direct) Dividend Payout Option,INF192K01BL0
4272,F00000PCWK,JM Arbitrage Fund (Direct) - Growth Option,INF192K01BN6
4273,F00000V5V7,JM Arbitrage Fund (Direct) - Half Yearly Bonus Option - Principal Units,
4274,F00000W4Y1,JM Arbitrage Fund (Direct) Half Yearly Dividend Payout Option,INF192K01KU2
4275,F00000W4Y2,JM Arbitrage Fund (Direct) Monthly Dividend Payout Option,INF192K01KM9
4276,F00000V5VA,JM Arbitrage Fund (Direct) - Quarterly Bonus Option - Principal Units,
4277,F00000W4Y4,JM Arbitrage Fund (Direct) Quarterly Dividend Payout Option,INF192K01KQ0
4278,F00000V5V3,JM Arbitrage Fund Annual Bonus Option - Principal Units,
4279,F00000W4XX,JM Arbitrage Fund Annual Dividend Payout Option,INF192K01KW8
4280,F00000TVEZ,JM Arbitrage Fund Bonus,
4281,F00000V5V6,JM Arbitrage Fund Half Yearly Bonus Option - Principal Units,
4282,F00000W4Y0,JM Arbitrage Fund Half Yearly Dividend Payout Option,INF192K01KS6
4283,F00000W4XY,JM Arbitrage Fund Monthly Dividend Payout Option,INF192K01KK3
4284,F00000V5V5,JM Arbitrage Fund Quarterly Bonus Option - Principal Units,
4285,F00000W4XZ,JM Arbitrage Fund Quarterly Dividend Payout Option,INF192K01KO5
4286,F00000Z8KT,JM Arbitrage Fund Dividend Reinvestment,INF192K01502
4287,F000000CBT,JM Arbitrage Fund Growth,INF192K01510
4289,F00000TUTT,L&T Arbitrage Opportunities Fund Direct Growth,INF917K01QR5
4290,F00000TUTQ,L&T Arbitrage Opportunities Fund Regular Monthly Dividend Payout,INF917K01QM6
4291,F00000TUTV,L&T Arbitrage Opportunities Fund Direct Quarterly Dividend Payout,INF917K01QU9
4293,F00000TUTP,L&T Arbitrage Opportunities Fund Regular Growth,INF917K01QL8
4294,F00000Z8O8,L&T Arbitrage Opportunities Fund Regular Monthly Dividend Reinvestment,INF917K01QM6
4295,F00000TUTR,L&T Arbitrage Opportunities Fund Regular Quarterly Dividend Payout,INF917K01QO2
4296,F00000X5JQ,Principal Arbitrage Fund - Direct Plan - Growth,INF173K01NF7
4297,F00000X5JN,Principal Arbitrage Fund Direct Plan- Monthly Dividend Payout,INF173K01NC4
4298,F00000X5JT,Principal Arbitrage Fund - Regular Plan - Growth,INF173K01NB6
4299,F00000X5JS,Principal Arbitrage Fund Regular Plan Monthly Dividend Payout,INF173K01MY0
4300,F00000PD5N,Nippon India Arbitrage Fund Direct Plan Dividend Payout Option,INF204K01YA8
4301,F00000PD5I,Nippon India Arbitrage Fund - Direct Plan - Growth,INF204K01XZ7
4302,F00000JTHE,Nippon India Arbitrage Fund Dividend Payout,INF204K01IZ8
4303,F00000JTHD,Nippon India Arbitrage Fund - Growth,INF204K01IY1
4304,F00000T4DH,Nippon India Arbitrage Fund Direct Plan Monthly Dividend Payout option,INF204KA1MV7
4305,F00000T4DG,Nippon India Arbitrage Fund Monthly Dividend Payout option,INF204KA1MT1
4306,F00000PDBS,SBI Arbitrage Opportunities Fund Direct Dividend Payout,INF200K01QT2
4307,F000000C7G,SBI Arbitrage Opportunities Fund Regular Dividend Payout,INF200K01149
4308,F00000PDBY,SBI Arbitrage Opportunities Fund Direct Growth,INF200K01QU0
4309,F000000CDJ,SBI Arbitrage Opportunities Fund Regular Growth,INF200K01156
4310,F00000PFXU,UTI Arbitrage Fund - Growth Option- Direct,INF789FB1RG6
4311,F00000PJZD,UTI Arbitrage Fund Dividend Payout Option- Direct,INF789FB1RE1
4312,F000000CBO,UTI Arbitrage Fund Regular Plan Dividend Payout,INF789FB1RH4
4313,F000000CUO,UTI Arbitrage Fund Regular Plan Growth,INF789FB1RJ0
1003842,F000013E0F,ICICI Prudential Fixed Maturity Plan Series 85 1140 Days Plan R Regular Cumulative,
4315,F00001130R,HDFC Balanced Adv Growth,INF179K01830
4316,F00001130M,HDFC Balanced Adv Direct Plan Dividend Payout Option,INF179K01VY8
4317,F00001130O,HDFC Balanced Adv Direct Plan Growth Option,INF179K01WA6
4318,F00000Z7X2,Quant Absolute Fund Dividend Reinvestment,INF966L01259
4319,F00000PDWS,Quant Absolute Fund Dividend Payout Option Direct Plan,INF966L01531
4320,F0GBR06SGM,Quant Absolute Fund Growth,INF966L01267
4321,F00000PDWT,Quant Absolute Fund Growth Option Direct Plan,INF966L01556
4322,F00000PD7X,Nippon India Balanced Advantage Fund Direct Plan Dividend Payout Plan,INF204K01G78
1003843,F000013C4E,L&T Triple Ace Bond Fund Direct Plan Annual Dividend Reinvestment,INF917K01VY1
4324,F00000PD80,Nippon India Balanced Advantage Fund - Direct Plan - Growth Plan,INF204K01G94
4325,F0GBR06R4Z,Nippon India Balanced Advantage Fund Dividend Payout,INF204K01570
4326,F0GBR06R4Y,Nippon India Balanced Advantage Fund - Bonus,
4327,F0GBR06R50,Nippon India Balanced Advantage Fund - Growth,INF204K01604
1003844,F000013C4D,L&T Triple Ace Bond Fund Direct Plan Annual Dividend Payout,INF917K01VY1
4329,F00000PDE7,Sundaram Equity Hybrid Fund - Direct Plan - Growth Option,INF903J01MP0
4330,F0GBR06R9L,Sundaram Equity Hybrid Fund Growth,INF903J01744
4331,F00000PDEA,Sundaram Equity Hybrid Fund Direct Plan Dividend Payout Option,INF903J01MN5
4332,F0GBR06R9K,Sundaram Equity Hybrid Fund Dividend Payout,INF903J01728
4333,F00000Q4GR,Axis Regular Saver Fund Direct Plan Half Yearly Dividend Payout,INF846K01EB6
4334,F00000PFE6,Axis Regular Saver Fund Direct Plan Quarterly Dividend Payout,INF846K01ED2
4335,F00000IRGL,Axis Regular Saver Fund Annual Dividend Payout,INF846K01743
4336,F00000IRGK,Axis Regular Saver Fund Half Yearly Dividend Payout,INF846K01727
4337,F00000IRGJ,Axis Regular Saver Fund Quarterly Dividend Payout,INF846K01701
4338,F00000IRGI,Axis Regular Saver Fund Growth,INF846K01693
4339,F00000QFJB,Axis Regular Saver Fund Direct Plan Dividend Payout Option Annual Dividend Payout Option,INF846K01DY0
4340,F00000PDMJ,Axis Regular Saver Fund Direct Plan Growth Option,INF846K01EA8
4341,F0GBR06SAP,Baroda Conservative Hybrid Fund Plan A Growth,INF955L01161
4342,F00000Z7G6,Baroda Conservative Hybrid Fund Plan A Monthly Dividend Reinvestment,INF955L01187
4343,F00000Z7G7,Baroda Conservative Hybrid Fund Plan A Quarterly Dividend Reinvestment,INF955L01203
4344,F00000PDNT,Baroda Conservative Hybrid Fund Plan B (Direct) Growth Option,INF955L01AQ9
4345,F00000U3AE,Baroda Conservative Hybrid Fund Plan B (Direct) Quarterly Dividend Payout Option,INF955L01AR7
4346,F00000PFLA,Baroda Conservative Hybrid Fund Plan B (Direct) Monthly Dividend Payout Option,INF955L01AO4
4347,F00000PDRJ,BNP Paribas Conservative Hybrid Fund Direct Plan Growth Option,INF251K01HR8
4348,F00000PDRK,BNP Paribas Conservative Hybrid Fund Direct Plan Monthly Dividend Payout Option,INF251K01HS6
4349,F00000PDRL,BNP Paribas Conservative Hybrid Fund Direct Plan Quarterly Dividend Payout Option,INF251K01HU2
4350,F0GBR06S5D,BNP Paribas Conservative Hybrid Fund Regular Plan Growth,INF251K01845
4351,F00000Z7KX,BNP Paribas Conservative Hybrid Fund Regular Plan Monthly Dividend Reinvestment,INF251K01860
4352,F00000Z7KY,BNP Paribas Conservative Hybrid Fund Regular Plan Quarterly Dividend Reinvestment,INF251K01886
4353,F00000PDTD,Canara Robeco Conservative Hybrid Fund Direct Monthly Dividend Payout Option,INF760K01FZ5
4354,F00000PDTE,Canara Robeco Conservative Hybrid Fund Direct Plan Quarterly Dividend Payout Option,INF760K01GC2
4355,F0GBR06SB8,Canara Robeco Conservative Hybrid Fund Growth,INF760K01282
4356,F00000Z7NA,Canara Robeco Conservative Hybrid Fund Monthly Dividend Reinvestment,INF760K01316
4357,F00000Z7NB,Canara Robeco Conservative Hybrid Fund Quarterly Dividend Reinvestment,INF760K01AQ5
4358,F00000PDTC,Canara Robeco Conservative Hybrid Fund Direct Plan - Growth Option,INF760K01GB4
1003851,F000013BLS,Axis Overnight Fund Direct Monthly Dividend Payout,INF846K01N73
1003852,F000013BLR,Axis Overnight Fund Direct Weekly Dividend Payout,INF846K01N40
4363,F00000PDUN,DSP Regular Saving Fund Direct Plan Growth,INF740K01NO5
4364,F00000PDUO,DSP Regular Saving Fund Direct Plan Monthly Dividend Payout,INF740K01NP2
4365,F00000PDUP,DSP Regular Saving Fund Direct Plan Quarterly Dividend Payout,INF740K01NQ0
4366,F00000Z7TU,DSP Regular Saving Fund Regular Plan Monthly Dividend Reinvestment,INF740K01458
4367,F00000Z7TV,DSP Regular Saving Fund Regular Plan Quarterly Dividend Reinvestment,INF740K01474
4368,F0GBR06SEI,DSP Regular Saving Fund Regular Plan Growth,INF740K01441
4369,F00000PD3D,Essel Regular Savings Fund Direct Plan Growth Option,INF959L01676
4370,F00000PD3G,Essel Regular Savings Fund Direct Plan Monthly Dividend Payout Option,INF959L01684
4371,F00000PHNW,Essel Regular Savings Fund Direct Plan Quarterly Dividend Payout Option,INF959L01700
4372,F00000N4T3,Essel Regular Savings Fund Monthly Dividend Payout,INF959L01098
4373,F00000ISEK,Essel Regular Savings Fund Quarterly Dividend Payout,INF959L01114
4374,F00000ISEJ,Essel Regular Savings Fund Growth,INF959L01130
4375,F00000PDYW,Franklin India Debt Hybrid - Direct - Growth,INF090I01GF1
4376,F00000PDYX,Franklin India Debt Hybrid Direct Monthly Dividend Payout,INF090I01GG9
4377,F00000PDYY,Franklin India Debt Hybrid Direct Quarterly Dividend Payout,INF090I01GI5
4378,F0GBR06SJ7,Franklin India Debt Hybrid Growth,INF090I01EA7
4379,F00000Z7ZH,Franklin India Debt Hybrid Monthly Dividend Reinvestment,INF090I01EC3
4380,F00000Z7ZI,Franklin India Debt Hybrid Quarterly Dividend Reinvestment,INF090I01EE9
4381,F0GBR06RO0,HDFC Hybrid Debt Growth,INF179K01AE4
4382,F00000Z82I,HDFC Hybrid Debt Monthly Dividend Reinvestment,INF179K01AA2
4383,F00000Z82J,HDFC Hybrid Debt Quarterly Dividend Reinvestment,INF179K01AC8
4384,F00000PE18,HDFC Hybrid Debt Direct Plan Growth Option,INF179K01XE6
4385,F00000PE19,HDFC Hybrid Debt Direct Plan Monthly Dividend Payout Option,INF179K01XF3
4386,F00000PE1A,HDFC Hybrid Debt Direct Plan Quarterly Dividend Payout Option,INF179K01XH9
4387,F00000Z84F,HSBC Regular Savings Fund Quarterly Dividend Reinvestment,INF336L01131
4388,F00000Z84E,HSBC Regular Savings Fund Monthly Dividend Reinvestment,INF336L01115
4389,F0GBR06RQQ,HSBC Regular Savings Fund Growth,INF336L01099
4390,F00000PFLF,HSBC Regular Savings Fund Growth Direct Plan,INF336L01DW4
4391,F00000PE2M,HSBC Regular Savings Fund Direct Monthly Dividend Payout,INF336L01DY0
4392,F00000PFEC,HSBC Regular Savings Fund Quarterly Dividend Payout Direct Plan,INF336L01EA8
1003858,F000013BO1,SBI Equity Minimum Variance Fund Direct Dividend Payout,INF200KA1A97
4394,F00000PCRA,ICICI Prudential Regular Savings Fund Direct Plan Growth,INF109K01S39
4395,F00000PCR9,ICICI Prudential Regular Savings Fund Direct Plan Half Yearly Dividend Payout,INF109K01S54
4396,F00000PCRC,ICICI Prudential Regular Savings Fund Direct Plan Monthly Dividend Payout,INF109K01S70
4397,F00000PCRB,ICICI Prudential Regular Savings Fund Direct Plan Quarterly Dividend Payout,INF109K01S96
1003859,F000013BO0,SBI Equity Minimum Variance Fund Direct Growth,INF200KA1A71
4399,F0GBR06R0F,ICICI Prudential Regular Savings Fund Growth,INF109K01902
4400,F00000J5EL,ICICI Prudential Regular Savings Fund Half Yearly Dividend Payout,INF109K01WX5
4401,F00000Z88S,ICICI Prudential Regular Savings Fund Monthly Dividend Reinvestment,INF109K01894
4402,F00000J5EK,ICICI Prudential Regular Savings Fund Quarterly Dividend Payout,INF109K01WY3
4403,F00000PCTL,IDFC Regular Savings Fund Direct Plan Dividend Payout,INF194K017B5
4404,F00000PCTM,IDFC Regular Savings Fund Direct Plan Growth,INF194K015B9
4405,F00000PCTN,IDFC Regular Savings Fund Direct Plan Quarterly Dividend Payout,INF194K010C8
4406,F00000Z8FB,IDFC Regular Savings Fund Regular Plan Dividend Reinvestment,INF194K01RY5
4407,F000005NU0,IDFC Regular Savings Fund Regular Plan Growth,INF194K01RW9
4408,F00000NPG2,IDFC Regular Savings Fund Regular Plan Quarterly Dividend Payout,INF194K01SB1
4409,F00000WLZE,Indiabulls Savings Income Direct Growth,INF666M01BK1
4410,F00000WLZF,Indiabulls Savings Income Direct Dividend Payout,INF666M01BL9
4411,F00000WLZC,Indiabulls Savings Income Regular Growth,INF666M01BN5
4412,F00000WLZD,Indiabulls Savings Income Regular Dividend Payout,INF666M01BO3
1003861,F000013BO4,SBI Equity Minimum Variance Fund Regular Dividend Payout,INF200KA1A63
1003862,F000013BO3,SBI Equity Minimum Variance Fund Regular Growth,INF200KA1A48
4417,F00000PD0N,L&T Conservative Hybrid Fund Direct Plan Growth Plan,INF917K01GF1
4418,F0GBR06SD0,L&T Conservative Hybrid Fund Growth,INF917K01056
4419,F00000PD0O,L&T Conservative Hybrid Fund Direct Plan Monthly Dividend Payout,INF917K01GG9
4420,F0GBR06SD2,L&T Conservative Hybrid Fund Monthly Dividend Payout,INF917K01049
4421,F00000PD0P,L&T Conservative Hybrid Fund Direct Plan Quarterly Dividend Payout,INF917K01GI5
4422,F0GBR06SD3,L&T Conservative Hybrid Fund Quarterly Dividend Payout,INF917K01072
4423,F00000PE5I,LIC MF Debt Hybrid-Direct Plan Growth Option,INF767K01EO7
4424,F00000PE58,LIC MF Debt Hybrid-Direct Plan Monthly Dividend Payout Option,INF767K01EP4
4425,F00000PE55,LIC MF Debt Hybrid-Direct Plan Quarterly Dividend Payout Option,INF767K01EQ2
4426,F00000PE56,LIC MF Debt Hybrid-Direct Plan Yearly Dividend Payout Option,INF767K01ER0
4427,F0GBR06RZ2,LIC MF Debt Hybrid Growth,INF767K01808
4428,F0GBR06RZ3,LIC MF Debt Hybrid Monthly Dividend Payout,INF767K01816
4429,F0GBR06RZ4,LIC MF Debt Hybrid Quarterly Dividend Payout,INF767K01832
4430,F0GBR06RZ5,LIC MF Debt Hybrid Yearly Dividend Payout,INF767K01857
4431,F00000PD7L,Nippon India Hybrid Bond Fund Direct Plan Growth Plan,INF204K01YV4
4432,F00000PD7P,Nippon India Hybrid Bond Fund Direct Plan Monthly Dividend Payout Plan,INF204K01YW2
4433,F00000PD7M,Nippon India Hybrid Bond Fund Direct Plan Quarterly Dividend Payout Plan,INF204K01YY8
4434,F0GBR06R4R,Nippon India Hybrid Bond Fund Growth,INF204K01FD1
4435,F0GBR06R4T,Nippon India Hybrid Bond Fund Monthly Dividend Payout,INF204K01FE9
4436,F0GBR06R4S,Nippon India Hybrid Bond Fund Quarterly Dividend Payout,INF204K01FG4
4437,F00000PDDF,SBI Debt Hybrid Fund Direct Plan Annual Dividend Payout,INF200K01TR0
4438,F00000PDDD,SBI Debt Hybrid Fund Direct Plan Monthly Dividend Payout,INF200K01TU4
4439,F00000PDDB,SBI Debt Hybrid Fund Direct Plan Quarterly Dividend Payout,INF200K01TW0
4440,F0GBR06R82,SBI Debt Hybrid Fund Regular Monthly Dividend Payout,INF200K01875
4441,F0GBR06R7W,SBI Debt Hybrid Fund Regular Annual Dividend Payout,INF200K01917
4442,F0GBR06R83,SBI Debt Hybrid Fund Regular Quarterly Dividend Payout,INF200K01891
4443,F00000PDD9,SBI Debt Hybrid Fund Direct Plan Growth,INF200K01TS8
4444,F0GBR06R81,SBI Debt Hybrid Fund Regular Growth,INF200K01859
4455,F00000PDFB,Sundaram Debt Oriented Hybrid Fund - Direct Plan - Growth Option,INF903J01OP6
4456,F00000GV8H,Sundaram Debt Oriented Hybrid Fund Quarterly Dividend Payout,INF903J01HD6
4458,F00000PDFC,Sundaram Debt Oriented Hybrid Fund Plan Direct Plan Monthly Dividend Payout Option,INF903J01OQ4
4460,F00000PDFF,Sundaram Debt Oriented Hybrid Fund Plan Direct Plan Half Yearly Dividend Payout Option,INF903J01OS0
4461,F00000PDFH,Sundaram Debt Oriented Hybrid Fund Plan Direct Plan Quarterly Dividend Payout Option,INF903J01OR2
4462,F00000GV8G,Sundaram Debt Oriented Hybrid Fund Monthly Dividend Payout,INF903J01HC8
4463,F00000GV8I,Sundaram Debt Oriented Hybrid Fund Half Yearly Dividend Payout,INF903J01HE4
4464,F00000GV8F,Sundaram Debt Oriented Hybrid Fund Growth,INF903J01HB0
4465,F00000PFXX,UTI Regular Savings Fund-Flexi Dividend Payout- Direct,INF789F01UH1
4466,F00000PDM7,UTI Regular Savings Fund-Growth-Direct,INF789F01UJ7
4467,F00000PDM1,UTI Regular Savings Fund-Monthly Dividend Payout-Direct,INF789F01UK5
4469,F0GBR06RIU,UTI Regular Savings Fund Regluar Plan Flexi Dividend Payout,INF789F01877
4470,F0GBR06RIT,UTI Regular Savings Fund Regluar Plan Growth,INF789F01893
4471,F000002QZ1,UTI Regular Savings Fund Regluar Plan Months Payment Dividend Payout,INF789F01927
4472,F0GBR06RIV,UTI Regular Savings Fund Regluar Plan Monthly Dividend Payout,INF789F01901
4473,F00000ZAAH,Axis Dynamic Equity Fund Direct Dividend Reinvestment,INF846K01A45
4474,F00000ZAAE,Axis Dynamic Equity Fund Direct Growth,INF846K01A29
4475,F00000ZAAC,Axis Dynamic Equity Fund Regular Dividend Payout,INF846K01A60
4476,F00000ZAAA,Axis Dynamic Equity Fund Regular Growth,INF846K01A52
4477,F00000T1PI,BOI AXA Equity Debt Rebalancer Direct Dividend Payout,INF761K01BM0
4478,F00000T1PK,BOI AXA Equity Debt Rebalancer Regular Dividend Payout,INF761K01BP3
4479,F00000T1PJ,BOI AXA Equity Debt Rebalancer Direct Growth,INF761K01BO6
4480,F00000T1PL,BOI AXA Equity Debt Rebalancer Regular Growth,INF761K01BR9
4481,F00000SKLC,DSP Dynamic Asset Allocation Fund Direct Growth,INF740K01K81
4482,F00000SKLB,DSP Dynamic Asset Allocation Fund Direct Dividend Payout,INF740K01K99
4483,F00000SKLE,DSP Dynamic Asset Allocation Fund Regular Growth,INF740K01K57
